"'[조이HD]'춘사영화제' 문지인, 민트여신~'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[사진]공명,'훈남 매력''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'무역위, 전기프라이팬 특허권 침해 불공정무역행위 조사 개시'","'또 무역위 이날 중국, 인도네시아 및 브라질산 비도공지(Uncoated Paper)의 덤핑사실로 인해 국내 산업에... 이와 함께 이날 무역위는 중국, 인도네시아 및 브라질산 비도공지(Uncoated Paper)의 덤핑사실로 인해 국내산업에...'",2019-07-20 16:40,
"'[사진]베이비페이스 이성경,'화려한 변신''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]클라라,'섹시하게''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]상체 노출 클라라,'이보다 더 아찔할 수 없어''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[조이HD]조여정, 춘사영화제 여우주연상에 빛나는 자태'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[조이HD]함소원, 연하 남편을 향한 마음'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
'[사진]춘사영화제 참석한 기생충 봉준호 감독',"'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]이정은,'영화 팬 여러분 사랑해요''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]문지인,'섹시 레드립''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]하지영,'어느덧 여배우''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]김강현,'춘사영화제 왔어요''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]공명,'달콤한 하트''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[조이HD]전여빈, 우아한 블랙 드레스'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[조이HD]전여빈, 춘사영화제가 주목하는 신예'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[사진]공명,'젠틀하게''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[조이HD]문지인, 10년차 베테랑 여배우~'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[사진]전여빈,'아름다운 미소''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[조이HD]'춘사영화제' 이성경, 금빛 몸매'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[조이HD]클라라, 보기만 해도 시원한 블루 드레스'","'말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아 영화인들이 한국영화 100년, 제24회 춘사 영화제를 축하하고 기념하기 위하여 참석한다. 조이뉴스24'",2019-07-20 16:40,
"'[사진]정애연,'단아한 매력''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]정애연,'춘사영화제 레드카펫 밟으며''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]주지훈,'그 만의 시그널''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]주지훈,'럭셔리하게''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]주지훈,'오늘도 멋짐 폭발''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]기생충 박명훈,'춘사영화제 수상 기대해요''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]한진원 작가-봉준호 감독,'기생충 초대 받았어요''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]골드 드레스 이성경,'귀걸이도 금빛 하트~''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]레드카펫 런웨이 이성경,'모델은 달라도 달라''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]이성경,'금빛 각선미''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]조여정,'미모 여전해''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]조여정,'아기 같은 미소''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
"'[사진]조여정,'미소 여신''","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
'[사진]꽃보다 더 빛나는 조여정의 미모',"'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
'[사진]미소가 아름다운 조여정',"'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
'중기 해외진출 지원 발벗고 나선 부산경진원·창조혁신센터','부산경제진흥원은 지역 기업들에게 인도네시아 시장진출과 직접 마케팅 기회를 제공하기 위해 인도네시아 최대 규모의 산업 기계 전시회 참가를 지원한다. 인도네시아는 부산의 6위 수출 국가로 이번 산업기계...',2019-07-20 16:40,
"'[오!쎈 Pic]명.불.허.전. 클라라..\명품 콜라병 몸매 시선집중\""'""","'제24회 춘사영화제는 ‘아시아를 대표하는 영화제로의 도약’을 표방한 제23회에 이어 올해에도 말레이시아 Finas(말레시아 영화진흥위)의 신임 대표인 Ahmad Idham을 포함하여 말레이시아, 홍콩, 중국, 인도네시아...'",2019-07-20 16:40,
'SL공사 첨단 환경기술 '눈도장'','SL공사가 지난 17일부터 19일까지 인도네시아 자카르타 컨벤션센터에서 개최된 '인도네시아 수처리 전시회'에 참가해 한국의 폐기물정책은 물론 첨단 환경기술을 선보이고 있다. /SL공사 제공 수도권매립지관리공사...',2019-07-20 16:40,
"'경영 대표팀, 메인풀서 첫 훈련…200m 메달 노리는 김서영 ‘컨디션 이상 무’'",'오하시는 지난해 인도네시아 자카르타·팔렘방 아시안게임 여자 개인혼영 200m에서 김서영의 뒤를 이어 은메달을 차지했다. 4번 레인에서 훈련한 오하시는 오전 8시30분쯤 먼저 훈련을 마친 뒤 나오면서 한국 취재진을 한...',2019-07-20 16:40,
"'김주희 무용가, 두리안 먹방 ''맛있는데?'' 다채로운 매력!…캄보디아 여행 '...'","'해당 섬은 인도네시아나 필리핀의 섬들에 비해 널리 알려지진 않은 곳이다. 참고로 김주희 무용가는 신인 시절 화려한 수상경력을 바탕으로 경력을 쌓기 시작, 지난 10년 넘도록 무용·연극 무대에서 활약해 온 인물이다....'",2019-07-20 16:40,
"'경북, 중소기업 수출 지원.. \러시아.인니에 교두보\""'""","'수를 2030년까지 5천 개 사로 늘리는 '2030 신경제 통상전략'을 발표했습니다. 또 인도네시아와 러시아 등 신흥 수출시장으로 부상한 국가 주요 도시에 통상사무소를 새로 설치하고, 수출 지원을 확대할 계획입니다.'",2019-07-20 16:40,
'이철우 경북도지사 ˝변해야 산다˝… 도정의 국제경쟁력 강화에 새바람',"'미국과 중국에 2개소씩 운영되는 해외사무소를 각 1개(중국 상해, 미국 LA)로 통합하고 대구·경북 인도네시아 사무소를 지난 6월 개소하는 한편, 러시아 연해주사무소에 경험과 능력이 있는 현지 민간소장을 채용해...'",2019-07-20 16:40,
"'[MHN 방송] EBS '세계테마기행', 여름날의 꿈 캄보디아 4부. 춤추는 바다'","'인도네시아나 필리핀의 섬들에 비해 널리 알려지진 않았지만, 그래서 오히려 자연 그대로의 순수함을 간직한 코롱 산 로엠의 바다에서 캄보디아 자연의 매력에 빠져보고 다시 돌아온 프놈펜에서 한여름의 찬란한...'",2019-07-20 16:40,
"''EBS 세계테마기행' 캄폿, 코롱 산 로엠 거쳐 프놈펜으로…김주희 \굿바이 캄...'""","'EBS1TV '세계테마기행-'여름날의 꿈 캄보디아' 인도네시아나 필리핀의 섬들에 비해 널리 알려지진 않았지만, 그래서 오히려 자연 그대로의 순수함을 간직한 코롱 산 로엠의 바다에서 캄보디아 자연의 매력에 빠져보고...'",2019-07-20 16:40,
"'日 수출규제 악재, 신남방시장이 돌파구'",'부산시와 부산경제진흥원은 오는 12월 4~7일 인도네시아 자카르타 국제 엑스포 전시장에서 열리는 최대 규모의 산업기계 전시회에 지역 기업의 참가를 지원한다고 18일 밝혔다. 인도네시아는 지난해 기준으로 부산의...',2019-07-20 16:40,
"'전주기접놀이, 인도네시아 토라자 페스티벌 초청 공연'",'하나인 인도네시아 토라자 인터내셔널 페스티벌에서 초청공연을 한다. 이를 위해 백정신 공연단장 등 12명으로 구성된 공연단이 18일 인천공항을 통해 출국했다. 축제가 열리는 인도네시아의 토라자는 술라웨시 섬...',2019-07-20 16:40,
"''EBS 세계테마기행' 무용가 김주희와 함께, 캄보디아 '춤추는 바다' 여정'","'인도네시아나 필리핀의 섬들에 비해 널리 알려지진 않았지만, 그래서 오히려 자연 그대로의 순수함을 간직한 코롱 산 로엠의 바다에서 캄보디아 자연의 매력에 빠져보고 다시 돌아온 프놈펜에서 한여름의 찬란한 꿈...'",2019-07-20 16:40,
"'인도네시아어, 2019년 07월 19일 오늘의 외국어 한마디는?'",'생활 속에서 자주 쓰는 인도네시아어에 대해 하루에 한마디씩 배워보도록 합시다. 2019년 07월 19일 오늘의 인도네시아어는 ‘Rumah sakit yang terdekat adalah rumah sakit……..’으로 발음은 ‘루마사낏 양 떠르드깟...',2019-07-20 16:40,
'[이 시각 세계] 기내식 메뉴판 잘못 올렸다가 '감옥행' 위기','인도네시아의 한 커플이 비행기 안에서 찍은 기내식 메뉴판을 영상으로 찍어 올렸다가 감옥에 갈 위기에... 인도네시아의 한 항공사 여객기에 탔다가 손으로 직접 쓴 메뉴판을 받아든 이 커플은 이를 촬영해 인터넷에...',2019-07-20 16:40,
'“최초제안 가점 확대로 민간제안 활성화해야”','인도네시아에서는 최초제안자에게 10% 가산점 또는 수정제안권을 제공한다. 일본은 민간 제안사업이 정부 방침에 기여한 정도를 평가해 이 결과를 우대 점수화하고 있다. hinews@',2019-07-20 16:40,
'전은영 ㈜글로벌 JEY 아트홀 대표이사',"'또 다문화 전문 공연팀인 '인터네셔널 영드림즈'를 결성해 운영하고 남미 브라질 삼바팀, 북미 미국 컨츄리 싱어, 러시아 폴 댄스팀, 모로코 전통 공연팀, 스리랑카, 인도네시아, 미얀마, 필리핀 공연팀, 한국 보컬, 밴드...'",2019-07-20 16:40,
''진범' 치밀한 구성과 긴장감 넘치는 스토리 ...',"'이러한 관심에 힘입어 '진범'은 일본, 대만, 싱가포르, 말레이시아, 인도네시아까지 아시아 주요 5개국에서 선판매되는 쾌거를 달성하게 됐다. 특히 대만에서는 7월 19일 개봉을 확정지어 글로벌 관객들과의 만남을...'",2019-07-20 16:40,
'‘신봉선’ 공개된 사진 속 신봉선은 김이 ...',"'공개된 사진 속 신봉선은 김이 모락모락 피어오르는 감자탕 등뼈를 뜯고 있는 모습이 담겼다. 한편 신봉선은 MBC '복면가왕', 채널A '팔아야 귀국 in 인도네시아' 등 다양한 예능에서 맹활약하였다.'",2019-07-20 16:40,
"'[역사속 오늘] 7월 19일, 임오군란이 발생하다'",'2007년-한국인20여명인탈레반에 납치되다. (2007년 탈레반 한국인 납치 사건) 2013년- 아시아나항공이인도네시아자카르타에 재취항을 하였다. 광주광역시가 2019세계수영선수권대회유치에 성공하였다.',2019-07-20 16:40,
'SL공사 한국의 필(必)환경 기술…인도네시아에서 호평','SL공사 한국의 필(必)환경 기술…인도네시아에서 호평 수도권매립지관리공사는 17∼19일 인도네시아 자카르타 컨벤션센터에서 열리는 ‘인도네시아 수처리 전시회(IndoWater Expo & Forum 2019)’에 참가했다고 18일 밝혔다....',2019-07-20 16:40,
"'대구·경북, '블루오션' 할랄시장 재조준'",'지난달 대구시와 경북도가 인도네시아 할랄제품보장청과 할랄인증 획득 관련 협약을 자카르타 현지에서 체결했다. 경북도 제공 대구시와 경북도가 인도네시아 할랄제품보장청과 할랄인증 획득 관련 협약을 체결하는 등...',2019-07-20 16:40,
"''이정현 20득점' 한국, 존스컵 캐나다 대파'","'이번 대회에는 한국과 대만A, 대만B, 요르단, 이란, 일본, 필리핀, 인도네시아, 캐나다 등 9개 팀이 출전해 풀리그를 통해 순위를 가린다. 한국은 오는 19일 일본, 21일 대만A를 상대하고 대회를 마무리한다.'",2019-07-20 16:40,
"'인니 韓대사관에만 있는 '임무관'…\남한 면적 12배가 산림\""'""","'주인도네시아 한국대사관에만 있는 독특한 자리가 있다. 바로, 산림청에서 주재관으로 파견한 '임(林)무관'이란 자리다. 12대 임무관인 임영석(42) 씨는 19일 연합뉴스와 인터뷰에서 \한국과 인도네시아 모두 국토 면적의...'""",2019-07-20 16:40,
'“정신 건강은 우리가 챙겨드릴게요”','인도네시아 해일 위로 공연부터 사이버대 한국어학과 교재 제작까지 참여해 한국팬보다 해외팬이 더... 인도네시아 해일 위문 공연도 다녀왔다고 들었다. 여울 : 지난해 12월에 인도네시아 지진피해 복구 자선행사를...',2019-07-20 16:40,
"'산림청, REDD+ 해외 산림탄소배출권 사업 소개'","'산림청은 기후변화에 대응하고, 탄소배출권 확보로 국가온실가스 감축목표 달성에 기여하고자 지난 2012년부터 동남아시아 4개 국가(인도네시아·캄보디아·미얀마·라오스)에서 REDD+ 시범사업을...'",2019-07-20 16:40,
"'보잉 \737 맥스 운항금지로 2분기에 5조7천억원대 타격\""'""",'보잉 737 맥스 기종은 지난해 10월 인도네시아 라이온에어 여객기 추락과 올해 3월 에티오피아항공기 추락으로 모두 346명이 숨진 이후 지난 3월 중순부터 미국을 비롯한 전세계 40여 개국에서 운항이...',2019-07-20 16:40,
'유종의 미 거둔 ‘산림인’ 윤영균 산림복지진흥원 원장',"'1981년 제17회 기술고시에 합격해 1982년 산림청에서 공직 생활을 시작했고 1997년 주인도네시아 대사관 임무관, 2003년 제3대 국립수목원 원장, 2004년 산림청 산림자원국 국장, 2006년 산림청 산림정책국 국장, 2010년...'",2019-07-20 16:40,
'[명리학으로 본 세상] 재벌처럼 성공하고 잘 죽는 게 숙제인 사람',"'그녀는 동남아 여러 곳에 호텔을 경영했고 인도네시아에서 합판, 말레이시아. 라오스 등지에 고무나무 산판을 운영해 왔다. 동남아 지역에선 최고 권력자를 스스럼없이 만난다고 자랑했다. 그 김 회장에게 농담 한마디...'",2019-07-20 16:40,
"'아스트, KLM과 엠브라에르 E-Jet Ⅱ 수주 계약 체결로 실적 증진 기대'","'데모투어는 한국, 일본, 필리핀, 호주, 인도네시아, 태국 등 2주간 아시아·태평양 국가를 순회하여 각국의 항공사 및 항공관계자에게 신모델 E-Jet Ⅱ를 직접 선보이는 자리다. 이번 데모쇼 전시 기종은 E-Jet Ⅱ 세...'",2019-07-20 16:40,
"'CJ푸드빌, 중국 철수 대신 '뚜레쥬르'에 힘 주는 이유는?'","'뚜레쥬르가 미국, 인도네시아 등에서 가시적인 성과를 내기 시작한 것도 염두에 둔 것으로 풀이된다.뚜레쥬르 미국 법인은 지난해 영업이익 12억원을 거두며 진출 14년 만에 처음으로 흑자를 달성했다. 인도네시아의...'",2019-07-20 16:40,
'[커피 만화경] 커피에게 평화가 있기를',"'영국은 인도에, 네덜란드는 인도네시아에 커피를 이식하는데 인도에서의 커피 재배는 대실패로 끝난 반면, 인도네시아 자바에 심은 커피는 대성공을 거둔다. 영국은 그 후 커피에서 차로 방향을 바꾸고 차 소비를 장려하기...'",2019-07-20 16:40,
'인니 '기내식 손글씨 메뉴판' 논란···사진 올린 승객은 명예훼손 피소','인도네시아 국적 항공사인 가루다항공이 비즈니스석 기내식 메뉴를 손글씨로 써서 안내해 논란이다. 한... 19일 자카르타포스트와 가디언에 따르면 지난 14일 호주 시드니에서 인도네시아 발리로 향하는 가루다항공에...',2019-07-20 16:40,
"'[뉴스딱] \아기 상어 뚜루루뚜루♬\"" 동요로 노숙자 쫓아낸다?'""","'<고현준/시사평론가> 다음 소식은 인도네시아 이야기인데요, 인도네시아의 한 유튜버가 기내식 메뉴판을 찍어 올렸다가 '명예훼손' 소송에 휘말렸습니다. '리우스 베르난데스라'라는 이 유튜버는 비행기 일등석이나...'",2019-07-20 16:40,
"'부산시, 인도네시아 산업기계전 참가 기업 모집'",'부산경제진흥원은 부산의 6위 수출국인 인도네시아에서 열리는 산업기계 전시회에 참가할 지역 업체를 모집한다고 19일 밝혔다. 올해로 30회를 맞는 인도네시아 산업기계 전시회는 12월 4일부터 7일까지 자카르타...',2019-07-20 16:40,
"'KMI, 'K·Fish Around The Globe' Vol.14 발간'","'[인도네시아, 성장이 기대되는 동남아 최대 소비시장] 한국해양수산개발원(원장 양창호, 이하 KMI) 해외시장분석센터가 '인도네시아 수산물 시장 동향', 미국, 중국, 일본의 간편조리식 동향' 등 국내외 수산물 및...'",2019-07-20 16:40,
"'한신단열 한희준 대표, “물욕의 가치를 버리고 기업가정신을 되살리자”'","'우리나라에서 생산되는 제품들은 중국과 말레이시아, 그리고 인도네시아 등에서도 모두 동일하게 만들어낼 수 있다. 글로벌 경쟁 시대에 중소기업은 어떻게 살아남아야 할까. 한 대표는 정부가 주도하여 기업가정신을...'",2019-07-20 16:40,
